id,title,description,label,source,predicted_label
gh368,Malicious npm Package Acts as Ransomware Dropper Encrypting Developer Project Files After Installation,"Multiple malicious npm packages documented in security research acted as ransomware droppers that encrypted developer project files and local code repositories after installation, demanding cryptocurrency ransom payments and causing significant development disruption.",AV-400,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-400
gh369,Malicious npm Package Erases Entire Codebase After Installation Causing Catastrophic Data Loss,"Several malicious npm packages documented by Checkmarx, ReversingLabs, Safety, and Socket erased entire developer codebases after installation, performing recursive deletion of project directories and causing catastrophic and irreversible data loss to affected developers.",AV-400,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-400
gh370,Malicious RubyGems and npm Packages Steal Telegram API Tokens from Developer Environments,"Multiple malicious RubyGems and npm packages discovered by Checkmarx and Socket drained and exfiltrated Telegram API tokens from developer environments, enabling attackers to access Telegram Bot accounts and message histories of affected developers.",AV-400,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-400
gh371,Sonatype Identifies Combosquatting npm Packages Combining Two Legitimate Library Names to Deceive Developers,"Sonatype researchers identified combosquatting npm packages that combined the names of two popular legitimate libraries such as react-dom-router or webpack-babel-loader, exploiting developer familiarity with both component names to increase installation credibility and bypass name-based detection.",AV-200,https://blog.sonatype.com/twilio-npm-is-brandjacking-malware-in-disguise,AV-200
gh372,Malicious PyPI Package Uses Soundsquatting to Target Developers Installing Packages by Voice Search or Autocomplete,"Security researchers documented soundsquatting attacks on PyPI where malicious packages used phonetically similar names to legitimate libraries, specifically targeting developers using voice search or IDE autocomplete features that suggest packages based on pronunciation similarity.",AV-200,https://reversinglabs.com/blog/malicious-pypi-packages,AV-200
gh373,Malicious npm Package Uses Internationalized Domain Name Homograph Attack to Impersonate Trusted Registry,"A malicious npm package combined IDN homograph attacks with typosquatting by creating package names using Unicode characters that render identically to ASCII in some display contexts, impersonating trusted packages in ways that bypassed text-based security scanning tools.",AV-200,https://socket.dev/research,AV-200
gh374,Malicious PyPI Package Impersonates Popular Security Tool bandit to Target Security-Conscious Developers,"A malicious PyPI package impersonated the popular bandit Python security linting tool, specifically targeting security-conscious developers who actively install security tools, exploiting the irony that developers installing security tools are particularly attractive targets for credential theft.",AV-200,https://checkmarx.com/blog/supply-chain-attack-python-package-index/,AV-200
gh375,Trojan Source Unicode Characters Affect Kotlin Android Applications Enabling Hidden Backdoors in Mobile Apps,"Security researchers confirmed that the Trojan Source vulnerability affects Kotlin source code used for Android development, where hidden Unicode bidirectional characters can alter conditional logic and string handling in mobile applications in ways invisible to code reviewers using standard Android Studio.",AV-300,https://trojansource.codes,AV-300
gh376,Trojan Source Unicode Characters in PHP Applications Enable Hidden SQL Injection and Authentication Bypass,The PHPCSStandards project documented Trojan Source attacks in PHP where hidden Unicode bidirectional characters enable invisible SQL injection payloads and authentication bypass logic embedded in PHP web application code that appears completely safe during manual and automated code review.,AV-300,https://github.com/PHPCSStandards/PHPCSExtra/issues/286,AV-300
gh377,Trojan Source Vulnerability in TypeScript Compiler Enables Hidden Logic in Typed Code with Full Type Safety Appearance,"The Trojan Source research confirmed TypeScript is vulnerable to Unicode bidirectional character attacks where hidden characters can alter the behavior of TypeScript code while maintaining complete type safety appearance, causing TypeScript's static type checker to pass malicious code as safe.",AV-300,https://arxiv.org/abs/2111.11261,AV-300
gh378,Trojan Source Unicode Characters Embedded in GitHub README and Documentation Files Deliver Malicious Instructions,"Security researchers documented Trojan Source attacks using Unicode characters embedded in GitHub README markdown files and documentation, causing rendered documentation to display different installation or configuration instructions from the raw markdown source visible to repository maintainers.",AV-300,https://portswigger.net/daily-swig/trojan-source-attack,AV-300
gh379,Trojan Source Affects C# .NET Applications Enabling Hidden Logic in Enterprise Software Development,"The original Trojan Source research confirmed C# and the .NET ecosystem are vulnerable to Unicode bidirectional character attacks, with particular concern for enterprise software development where C# applications often handle sensitive financial and healthcare data.",AV-300,https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-42574,AV-300
gh380,Trojan Source Unicode Characters in Jupyter Notebook Cells Enable Hidden Data Exfiltration in Data Science Workflows,"Security researchers demonstrated Trojan Source attacks embedded in Jupyter notebook code cells where hidden Unicode characters alter data processing logic, enabling silent exfiltration of sensitive training datasets and model outputs in data science and machine learning workflows.",AV-300,https://snyk.io/blog/trojan-source/,AV-300
gh381,Jenkins Groovy Pipeline Script Injection via Unsanitized SCM Checkout Enables Arbitrary Command Execution,"Jenkins pipeline poisoning attacks exploit unsanitized SCM checkout operations where Jenkinsfile changes from untrusted branches are executed with full pipeline permissions, allowing attackers to inject arbitrary Groovy code that executes with Jenkins agent credentials and workspace access.",AV-410,https://checkmarx.com/blog/poisoned-pipeline-execution/,AV-410
gh382,GitLab CI Pipeline Poisoning via Include Directive Loading Malicious External Configuration,"GitLab CI pipeline poisoning attacks exploit the include directive that loads external YAML configuration files, where attackers modify included configuration sources to inject malicious pipeline stages that execute with the target repository's CI/CD tokens and deployment credentials.",AV-410,https://checkmarx.com/blog/poisoned-pipeline-execution/,AV-410
gh383,Compromised Python pytest Plugin Injects Malicious Test Fixtures Executing During CI Test Runs,"A compromised Python pytest plugin injected malicious test fixtures that executed credential-stealing code during CI test runs, exploiting the elevated trust that test frameworks receive during build processes to exfiltrate secrets from CI environments.",AV-410,https://securitylab.github.com/research/github-actions-preventing-pwn-requests/,AV-410
gh384,Malicious VS Code Extension Harvests Authentication Tokens from Developer Workstations via IDE Plugin Supply Chain,"A malicious VS Code extension distributed through the Visual Studio Code marketplace harvested GitHub authentication tokens, SSH keys, and cloud credentials from developer workstations, demonstrating IDE plugin supply chains as an undermonitored vector for developer credential theft.",AV-410,https://blog.gitguardian.com/three-supply-chain-campaigns-hit-npm-pypi-and-docker-hub-in-48-hours/,AV-410
gh385,Compromised ESLint npm Package Transforms Linting Tool into Credential Theft Vector Across Development Pipelines,"The compromised eslint-scope npm package demonstrated how widely-used linting and static analysis tools can be transformed into credential theft vectors, affecting all CI pipelines that run linting as part of their build process and gaining access to npm authentication tokens.",AV-410,https://github.com/advisories/GHSA-hxxf-q3w9-4xgw,AV-410
gh386,Rust Cargo Workspace Dependency Confusion via Local Path Override and Registry Fallback Exploitation,"Dependency confusion attacks targeting Rust Cargo workspaces exploit the interaction between local path dependencies and registry fallback resolution, where incorrectly configured Cargo.toml workspace members can resolve dependencies from public crates.io instead of intended local paths.",AV-509,https://snyk.io/blog/detect-prevent-dependency-confusion-attacks-node-npm/,AV-509
gh387,CVE-2024-5083 in Sonatype Nexus 2 Enables Stored XSS Leading to Maven Artifact Poisoning,"CVE-2024-5083 in Sonatype Nexus 2 documented a stored XSS vulnerability in Maven proxy repository management that could be exploited to poison artifact caching, causing malicious artifacts to be served to downstream Java applications fetching dependencies through the compromised Nexus instance.",AV-509,https://github.blog/security/vulnerability-research/attacks-on-maven-proxy-repositories/,AV-509
gh388,CVE-2024-36115 in Reposilite Maven Repository Enables Path Traversal for Artifact Poisoning,"CVE-2024-36115 in Reposilite Maven repository documented a path traversal vulnerability that allowed attackers to write arbitrary files to the server, enabling poisoning of cached Maven artifacts served to downstream Java builds.",AV-509,https://github.blog/security/vulnerability-research/attacks-on-maven-proxy-repositories/,AV-509
gh389,Fake pypihosted.org Python Mirror Typosquats Official pythonhosted.org to Distribute Malicious Packages,"Attackers registered the typosquatted domain files.pypihosted.org closely resembling the official files.pythonhosted.org Python package mirror, using it to distribute malicious PyPI packages linked to popular GitHub projects and targeting developers who accidentally used the fake mirror.",AV-200,https://blog.barracuda.com/2024/04/05/cybersecurity-threat-advisory-github-supply-chain-attack,AV-200
gh390,Malicious npm Package reakt Typosquats react Library Targeting React Framework Developers,"The malicious npm package reakt used a one-character transposition to typosquat the extremely popular React JavaScript library, targeting the massive React developer ecosystem and executing credential-stealing postinstall scripts on developer machines installing what they believed was the React framework.",AV-200,https://socket.dev/research,AV-200
gh391,Trojan Source Unicode Characters in Kubernetes YAML Manifests Alter Pod Security Configurations,"Security researchers demonstrated Trojan Source attacks embedded in Kubernetes YAML manifests where hidden Unicode characters alter pod security context configurations, causing containers to run with elevated privileges or disabled security controls invisible to infrastructure reviewers.",AV-300,https://unit42.paloaltonetworks.com/trojan-source/,AV-300
gh392,Trojan Source Unicode Characters in GitHub Actions YAML Alter Conditional Job Execution Logic,"Trojan Source attacks embedded in GitHub Actions workflow YAML files use hidden Unicode characters to alter conditional job execution logic, causing if conditions on security-critical workflow steps to evaluate differently from their visual representation and bypassing manual workflow review.",AV-300,https://jfrog.com/blog/trojan-source/,AV-300
gh393,Compromised prettier Code Formatter npm Package Transforms Formatting Step into Credential Exfiltration,"A compromised version of the prettier code formatter npm package weaponized the widely-used formatting step in development workflows, executing credential-stealing code during routine code formatting operations that occur frequently in both local development and CI pipeline runs.",AV-410,https://snyk.io/blog/github-actions-supply-chain-attacks/,AV-410
gh394,CircleCI Orb Supply Chain Compromise Injects Malicious Steps into Shared Pipeline Configurations,"A supply chain compromise targeting CircleCI orbs injected malicious pipeline steps into widely-shared reusable CircleCI configurations, affecting all pipelines that imported the compromised orb and gaining access to environment variables and deployment credentials across multiple organizations.",AV-410,https://checkmarx.com/blog/poisoned-pipeline-execution/,AV-410
gh395,MavenGate Attacker Uses GitHub Actions Token Theft to Publish Malicious Artifacts to Maven Central,"MavenGate attackers combined GitHub Actions token theft with expired Maven groupId takeover to publish malicious artifacts directly to Maven Central, using stolen CI credentials to authenticate package publishing and bypass manual artifact review processes.",AV-509,https://blog.oversecured.com/Introducing-MavenGate-a-supply-chain-attack-method-for-Java-and-Android-applications/,AV-509
gh396,Supply Chain Malware Extracts Browser Autofill Data Including Saved Passwords and Credit Card Numbers,"A malicious package distributed through a compromised GitHub supply chain systematically extracted browser autofill data from Chrome, Edge, Opera, and Yandex browsers including saved passwords, credit card numbers, and form autofill information stored in browser credential stores.",AV-400,https://blog.barracuda.com/2024/04/05/cybersecurity-threat-advisory-github-supply-chain-attack,AV-400
gh397,Malicious PyPI Packages Typosquat Popular AI and LLM SDK Libraries Targeting AI Developer Ecosystem,"A growing trend of malicious PyPI packages documented by security researchers typosquat popular AI and LLM SDK libraries including OpenAI, Anthropic, and Hugging Face client packages, targeting the rapidly growing AI developer ecosystem where developers frequently install new packages.",AV-200,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-200
gh398,Malicious Rust Crate Executes Data Destruction Payload Wiping Cargo Workspace and Git Repository,"A malicious Rust crate documented in supply chain security research executed a data destruction payload that recursively deleted the victim's Cargo workspace files and Git repository history upon compilation, causing catastrophic and irreversible loss of development work.",AV-400,https://thehackernews.com/2025/06/malicious-pypi-npm-and-ruby-packages.html,AV-400
gh399,Trojan Source Unicode Characters in Makefiles Alter Build Target Execution Order and Commands,"Security researchers documented Trojan Source attacks in Makefile build configurations where hidden Unicode characters alter build target execution order and shell command interpretation, causing make build systems to execute different commands from what developers see when reviewing build configurations.",AV-300,https://trojansource.codes,AV-300
gh400,Compromised Maven Build Plugin Executes Malicious Lifecycle Phase During Java Application Compilation,"A compromised Maven build plugin injected malicious execution into the compile lifecycle phase of Java applications, stealing Maven credentials, Git configuration, and cloud provider tokens from developer workstations during routine build operations.",AV-410,https://blog.oversecured.com/Introducing-MavenGate-a-supply-chain-attack-method-for-Java-and-Android-applications/,AV-410
